icao24,callsign,dep_airport,arr_airport,firstseen,lastseen,day,event_ts,flight_duration_sec,dep_horiz_m,dep_vert_m,arr_horiz_m,arr_vert_m,dep_cand,arr_cand
05f0bb,BAW224,LFPO,WSSS,1691147146,1691199770,1691103600,2023-08-04 13:05:46,52624,21437,7051,26686,4130,2,5
05f147,QTR9551,VHHH,KDFW,1696550449,1696597564,1696546800,2023-10-06 02:00:49,47115,5707,1249,5241,8360,3,3
05f1b1,UAL4764,OMDB,YSSY,1689036517,1689076962,1689030000,2023-07-11 02:48:37,40445,10007,8721,36664,7764,3,3
05f304,DLH3263,EDDF,LOWW,1681066318,1681106274,1680994800,2023-04-09 20:51:58,39956,44779,3537,46877,13,3,4
05f342,AFR3239,YSSY,OTHH,1681024966,1681030196,1680994800,2023-04-09 09:22:46,5230,33206,8803,7492,878,1,4
05f420,QTR3891,EHAM,LSZH,1697723374,1697735085,1697670000,2023-10-19 15:49:34,11711,22083,6843,17852,6755,5,5
05f485,QTR3775,LFPO,KORD,1691326006,1691374563,1691276400,2023-08-06 14:46:46,48557,9509,3859,35328,9336,2,4
05f5f2,QFA5769,KORD,KATL,1692155401,1692199899,1692140400,2023-08-16 05:10:01,44498,709,2449,7470,9441,5,4
05f6f2,AAL8725,LFPO,EDDF,1679467492,1679487035,1679439600,2023-03-22 07:44:52,19543,46460,2406,34349,4798,4,4
05fb53,RYR9148,OMDB,EDDF,1681288129,1681311047,1681254000,2023-04-12 10:28:49,22918,49575,237,16467,388,4,1
05fc36,AAL193,LKPR,LIRF,1673873344,1673885339,1673823600,2023-01-16 13:49:04,11995,42858,3989,36929,9998,3,3
05ff46,ACA7726,EDDM,RJTT,1690656514,1690696824,1690585200,2023-07-29 20:48:34,40310,32233,5482,39710,3902,1,4
060146,SIA3800,EKCH,EFHK,1678596901,1678612306,1678575600,2023-03-12 05:55:01,15405,16170,463,17065,2951,3,4
0602e4,ACA9501,KDFW,EFHK,1690302280,1690311768,1690239600,2023-07-25 18:24:40,9488,37128,832,33590,9943,4,3
06038b,SIA9005,LEBL,RJTT,1672726126,1672761941,1672700400,2023-01-03 07:08:46,35815,33010,2538,44761,7836,2,5
060605,SWA2731,VHHH,KDFW,1673422825,1673457660,1673391600,2023-01-11 08:40:25,34835,30721,8345,30951,1892,4,2
060715,SIA2212,LFPG,EFHK,1699204456,1699258022,1699138800,2023-11-05 18:14:16,53566,14253,392,39634,8677,3,2
0608a8,QFA2050,LHBP,KORD,1685983657,1685985637,1685919600,2023-06-05 18:47:37,1980,2672,4500,18283,2782,5,4
060af4,SIA5540,LHBP,LFPG,1680239713,1680290448,1680217200,2023-03-31 07:15:13,50735,1680,4962,37724,2716,2,3
060ce1,AFR9806,KDFW,EFHK,1686468250,1686490481,1686438000,2023-06-11 09:24:10,22231,26303,9728,35225,9812,1,2
060d22,DAL5534,LEMD,EKCH,1678797268,1678849042,1678748400,2023-03-14 13:34:28,51774,33492,2289,2424,9999,2,3
060dac,DAL9472,LPPT,LEBL,1684724368,1684733730,1684710000,2023-05-22 04:59:28,9362,38915,9055,36408,689,4,1
060e3b,RYR650,ENGM,LEBL,1691170585,1691218026,1691103600,2023-08-04 19:36:25,47441,48560,3126,15685,9011,1,5
060f04,DLH1124,LIRF,KDFW,1683534088,1683540279,1683500400,2023-05-08 10:21:28,6191,22048,1777,23,9003,4,1
060f71,DAL3420,ENGM,EHAM,1676725564,1676779383,1676674800,2023-02-18 14:06:04,53819,37423,4024,43480,2816,2,2
060fae,SWA8072,ESSA,EGKK,1699238032,1699260105,1699225200,2023-11-06 03:33:52,22073,34621,7353,46467,6540,4,2
06106d,BAW3973,LEBL,KATL,1683477868,1683522157,1683414000,2023-05-07 18:44:28,44289,33148,7849,39057,8686,3,4
06114c,SWA6221,YSSY,KATL,1688230423,1688232821,1688166000,2023-07-01 18:53:43,2398,3748,803,43260,9424,5,2
06117c,SWA6419,KATL,LFPO,1690894897,1690899189,1690844400,2023-08-01 15:01:37,4292,20757,3401,30683,3233,2,2
061203,RYR2720,OMDB,KLAX,1685842072,1685895495,1685833200,2023-06-04 03:27:52,53423,34293,4527,35791,3991,3,1
0612df,QFA3149,EHAM,LPPT,1693992586,1694023366,1693954800,2023-09-06 11:29:46,30780,9161,5662,1186,4494,2,5
06132c,SIA2498,LFPG,LOWW,1683805768,1683831556,1683759600,2023-05-11 13:49:28,25788,20312,1349,35121,4411,2,3
061529,RYR401,KJFK,LSZH,1703412880,1703430530,1703372400,2023-12-24 11:14:40,17650,17146,4664,31573,1969,2,2
06155b,EZY5135,EKCH,EGKK,1696572307,1696615175,1696546800,2023-10-06 08:05:07,42868,25671,1589,49689,6392,4,3
0616c3,RYR4147,LIRF,OTHH,1700731216,1700782810,1700694000,2023-11-23 10:20:16,51594,11662,1695,13029,5081,2,5
061a45,BAW3941,KDEN,OMDB,1700405254,1700425919,1700348400,2023-11-19 15:47:34,20665,5607,7764,37398,5714,4,4
06220c,QFA9322,RJTT,KDEN,1673247025,1673262450,1673218800,2023-01-09 07:50:25,15425,38853,6535,6181,5189,1,2
062260,UAL683,EPWA,EGKK,1677062710,1677084979,1677020400,2023-02-22 11:45:10,22269,36644,3025,322,5344,1,3
0622d8,AFR8722,LFPG,OMDB,1677482251,1677527459,1677452400,2023-02-27 08:17:31,45208,2210,1215,24117,1779,2,1
06234c,UAE8640,EGKK,LEMD,1688966968,1689014041,1688943600,2023-07-10 07:29:28,47073,24666,7168,23493,2872,5,3
0626d8,RYR1341,KATL,EFHK,1688123137,1688153365,1688079600,2023-06-30 13:05:37,30228,3907,6353,36116,2134,1,2
062a66,SWA9706,EDDF,LEMD,1693498276,1693522698,1693436400,2023-08-31 18:11:16,24422,13311,9441,37404,5407,4,1
062fbd,EZY1155,LHBP,LSZH,1678153369,1678158594,1678143600,2023-03-07 02:42:49,5225,14249,8465,12774,7892,1,4
063053,UAL9255,LOWW,LEMD,1703119504,1703128442,1703113200,2023-12-21 01:45:04,8938,23127,8332,29153,2301,1,3
0631a2,DLH8252,ESSA,EDDM,1700807506,1700846365,1700780400,2023-11-24 07:31:46,38859,47488,5073,31785,8472,3,1
06366d,UAL2802,LEBL,LKPR,1675877464,1675898528,1675810800,2023-02-08 18:31:04,21064,33235,2767,48567,4573,2,1
06373b,UAL4670,LPPT,LFPO,1702660153,1702671459,1702594800,2023-12-15 18:09:13,11306,33183,1338,13703,228,4,1
063895,UAL4200,WSSS,ESSA,1684519075,1684541366,1684450800,2023-05-19 19:57:55,22291,15966,1692,13963,903,2,3
0638c5,DAL2002,KORD,LKPR,1678668181,1678677158,1678662000,2023-03-13 01:43:01,8977,5334,3741,18997,2527,3,2
06392a,RYR7970,EPWA,KDEN,1675907677,1675912164,1675897200,2023-02-09 02:54:37,4487,139,3312,39181,8235,1,2
063a1f,ACA2462,KJFK,LSZH,1683026659,1683043050,1682982000,2023-05-02 13:24:19,16391,26448,764,46139,105,2,5
063dc1,ACA6396,KATL,LEBL,1673506477,1673557780,1673478000,2023-01-12 07:54:37,51303,14514,672,11481,7691,4,5
064289,AFR7123,EKCH,ESSA,1684129288,1684169747,1684105200,2023-05-15 07:41:28,40459,34461,3710,19247,6849,5,4
0642b6,RYR833,EGLL,KORD,1699794127,1699825903,1699743600,2023-11-12 14:02:07,31776,17106,3604,5436,1963,5,5
064372,UAE2053,KDFW,WSSS,1689595591,1689646242,1689548400,2023-07-17 14:06:31,50651,2307,570,24658,72,5,1
06444c,EZY1810,EDDM,OTHH,1677347122,1677352849,1677279600,2023-02-25 18:45:22,5727,44549,5157,38897,5647,1,5
0645d8,UAL540,LEBL,EDDF,1702579717,1702609113,1702508400,2023-12-14 19:48:37,29396,5137,5604,11491,3312,1,4
064607,QFA5846,EGLL,LSZH,1699545424,1699592057,1699484400,2023-11-09 16:57:04,46633,33414,1009,37557,391,1,4
0646df,SIA3842,ENGM,LOWW,1677987805,1678001163,1677970800,2023-03-05 04:43:25,13358,27838,263,9503,8527,2,5
06477f,QTR5773,EFHK,LPPT,1686182944,1686222358,1686178800,2023-06-08 02:09:04,39414,48607,8060,37115,5666,4,5
064881,AFR963,LKPR,LOWW,1697639104,1697685378,1697583600,2023-10-18 16:25:04,46274,11566,1602,25205,5404,1,2
064962,UAL3118,VHHH,OMDB,1688011453,1688019014,1687993200,2023-06-29 06:04:13,7561,48807,8321,14390,6948,1,5
064983,DAL8128,KDEN,EGLL,1701127963,1701132696,1701126000,2023-11-28 00:32:43,4733,46625,6462,16739,8668,3,2
064b2b,SWA882,VHHH,LSZH,1689961522,1689987586,1689894000,2023-07-21 19:45:22,26064,42786,2358,42471,9114,5,4
064cdf,EZY5502,LKPR,OTHH,1692504184,1692514142,1692486000,2023-08-20 06:03:04,9958,20143,3791,1819,1553,5,4
064d23,AFR1061,EGLL,LPPT,1701341671,1701368142,1701298800,2023-11-30 11:54:31,26471,26323,2988,26863,4676,2,5
065264,QFA3305,LSZH,KDEN,1699462687,1699498288,1699398000,2023-11-08 17:58:07,35601,11747,2025,28884,5848,5,1
06549a,EZY5334,OTHH,EKCH,1672989481,1673003813,1672959600,2023-01-06 08:18:01,14332,35797,1231,15341,7941,2,3
0657ff,SIA5475,EGKK,EKCH,1681375450,1681392837,1681340400,2023-04-13 10:44:10,17387,18704,5029,32866,8357,2,3
065ac2,SIA7706,EDDF,YSSY,1680611773,1680663326,1680562800,2023-04-04 14:36:13,51553,24005,7553,15128,1405,2,2
065e6e,SIA9406,EDDF,LFPG,1699320349,1699342395,1699311600,2023-11-07 02:25:49,22046,26021,8887,24819,5694,4,3
066007,SWA3912,ESSA,EFHK,1689499723,1689532438,1689462000,2023-07-16 11:28:43,32715,24472,484,15230,4501,3,1
06600f,QTR1184,KDEN,KLAX,1682988634,1683007960,1682982000,2023-05-02 02:50:34,19326,49900,4774,17334,4966,3,3
06619c,SIA7950,KLAX,KJFK,1696150951,1696179895,1696114800,2023-10-01 11:02:31,28944,46325,5579,23117,6386,4,3
0662de,UAL4338,WSSS,OTHH,1701043435,1701096922,1701039600,2023-11-27 01:03:55,53487,1085,7936,3221,7122,1,4
0663ad,ACA9938,EKCH,LFPG,1681698928,1681717289,1681686000,2023-04-17 04:35:28,18361,1970,4326,8394,8462,1,5
0665fe,SWA2312,KORD,RJTT,1673397691,1673405774,1673391600,2023-01-11 01:41:31,8083,41288,9412,47787,2095,1,3
066692,QTR7002,WSSS,LIRF,1682323237,1682336926,1682290800,2023-04-24 10:00:37,13689,41832,8802,4893,9476,4,2
066706,DAL3158,EKCH,LPPT,1697534566,1697570568,1697497200,2023-10-17 11:22:46,36002,19274,8625,38070,9125,2,5
06677f,QFA3116,VHHH,LEMD,1683966472,1684000667,1683932400,2023-05-13 10:27:52,34195,48603,2016,3989,313,1,1
0668c0,SIA7512,OMDB,KATL,1696489930,1696503763,1696460400,2023-10-05 09:12:10,13833,7165,7330,17331,7006,4,4
066a21,DAL6176,LEBL,EFHK,1694361622,1694398306,1694300400,2023-09-10 18:00:22,36684,27347,8736,16997,2647,5,4
066dda,BAW7383,LFPO,OTHH,1683935962,1683954726,1683932400,2023-05-13 01:59:22,18764,9834,5616,18272,2091,1,3
067060,UAE8600,EDDF,KDFW,1673187772,1673207579,1673132400,2023-01-08 15:22:52,19807,13148,5800,19787,6486,1,5
06722c,ACA1318,LPPT,KATL,1674833929,1674885542,1674774000,2023-01-27 16:38:49,51613,48220,7174,11742,7388,4,2
067243,BAW8963,LKPR,KDFW,1692543943,1692564012,1692486000,2023-08-20 17:05:43,20069,17513,310,9888,8893,2,3
067343,QFA4343,KDEN,WSSS,1695539986,1695589938,1695510000,2023-09-24 09:19:46,49952,38729,8551,3905,7090,3,4
0673b1,DAL5545,LPPT,KDFW,1672916044,1672925859,1672873200,2023-01-05 11:54:04,9815,11481,9295,12099,9523,1,3
0674a9,DLH8980,ENGM,KJFK,1676073856,1676089533,1676070000,2023-02-11 01:04:16,15677,19712,3890,42417,5352,5,1
0674f4,QFA6383,LFPG,LPPT,1678446328,1678449008,1678402800,2023-03-10 12:05:28,2680,40201,5808,13953,6138,2,2
0675ac,UAE2780,WSSS,KLAX,1677195838,1677218781,1677193200,2023-02-24 00:43:58,22943,11370,5001,33601,9654,2,2
067c76,UAE7433,EGLL,LOWW,1697601934,1697647122,1697583600,2023-10-18 06:05:34,45188,9400,4596,4866,4290,1,4
067fe1,UAL2669,LIRF,ESSA,1690432573,1690479003,1690412400,2023-07-27 06:36:13,46430,34884,7843,25209,8452,1,4
068152,QTR7144,EHAM,EDDF,1679331574,1679377540,1679266800,2023-03-20 17:59:34,45966,27889,5301,27528,7318,2,3
0683cc,AFR7005,EGLL,KORD,1702691980,1702712002,1702681200,2023-12-16 02:59:40,20022,49464,4003,29042,4334,4,4
068826,AAL4257,OMDB,WSSS,1673328865,1673370272,1673305200,2023-01-10 06:34:25,41407,31300,875,40502,3097,2,1
068a8b,UAL130,OMDB,ENGM,1676521222,1676542398,1676502000,2023-02-16 05:20:22,21176,33231,88,2580,7486,3,5
068b58,QFA2413,ENGM,KORD,1675424188,1675452055,1675378800,2023-02-03 12:36:28,27867,46814,2069,49233,3014,3,2
068c46,SIA5556,EDDM,WSSS,1683192427,1683243642,1683154800,2023-05-04 11:27:07,51215,38387,3019,29347,5772,3,1
068ccb,ACA9434,WSSS,EKCH,1681025635,1681046693,1680994800,2023-04-09 09:33:55,21058,29544,122,28687,8264,3,1
068db5,UAE6176,LEMD,RJTT,1674736588,1674766504,1674687600,2023-01-26 13:36:28,29916,19621,6900,38911,6538,4,3
068e7e,RYR5107,ENGM,KORD,1688928433,1688946622,1688857200,2023-07-09 20:47:13,18189,15889,1347,18559,3151,4,4
06905c,BAW1019,OMDB,KJFK,1686197590,1686207950,1686178800,2023-06-08 06:13:10,10360,33797,129,10717,9125,5,5
069173,UAL1764,LPPT,KATL,1683260014,1683262475,1683241200,2023-05-05 06:13:34,2461,8371,3025,17543,5100,5,4
0691dc,RYR7513,EHAM,KORD,1678877104,1678880685,1678834800,2023-03-15 11:45:04,3581,47973,9047,7531,783,4,1
0692f1,UAL2792,LPPT,LFPG,1676603734,1676627450,1676588400,2023-02-17 04:15:34,23716,20132,5806,5606,1889,1,5
069365,QFA1339,LIRF,EPWA,1697521876,1697573720,1697497200,2023-10-17 07:51:16,51844,43475,7695,28288,3381,2,4
069373,AFR926,EDDF,LFPG,1698296014,1698318660,1698274800,2023-10-26 06:53:34,22646,7993,4050,27613,3323,3,2
0694ad,SWA9349,LFPG,OTHH,1699111252,1699132484,1699052400,2023-11-04 16:20:52,21232,40592,3863,41421,4058,4,2
069544,DAL5331,LHBP,LFPG,1685249335,1685294404,1685228400,2023-05-28 06:48:55,45069,16601,6612,49386,909,4,3
069597,SWA8638,LKPR,EHAM,1689294217,1689321482,1689289200,2023-07-14 02:23:37,27265,3210,3836,34361,3403,1,4
0696da,DAL4271,LPPT,EHAM,1695771691,1695773501,1695769200,2023-09-27 01:41:31,1810,38292,2111,24536,5097,5,1
069860,RYR5035,KORD,EDDF,1679096818,1679105249,1679094000,2023-03-18 00:46:58,8431,9749,2937,15948,2944,2,4
06987a,QTR3091,EGLL,KDEN,1678947940,1678997071,1678921200,2023-03-16 07:25:40,49131,3090,4334,49874,815,1,1
0698fc,AAL2381,LHBP,KATL,1684765063,1684808058,1684710000,2023-05-22 16:17:43,42995,18082,6087,48123,1808,4,2
069a26,DLH4815,RJTT,EKCH,1681236919,1681268614,1681167600,2023-04-11 20:15:19,31695,13701,4840,17689,7824,2,4
069a37,EZY9552,EGLL,LIRF,1700803069,1700815571,1700780400,2023-11-24 06:17:49,12502,21414,8085,38554,6278,3,4
069e6b,ACA9028,YSSY,EKCH,1682079907,1682101421,1682031600,2023-04-21 14:25:07,21514,43153,5341,43851,9832,3,3
069ec8,SIA1157,KORD,ESSA,1695275104,1695317077,1695250800,2023-09-21 07:45:04,41973,32640,3518,24248,6075,5,1
069f48,AFR5944,EDDF,KORD,1680338854,1680357893,1680303600,2023-04-01 10:47:34,19039,26929,118,34236,8340,4,2
06a14a,UAE8125,KATL,EKCH,1672529131,1672569935,1672527600,2023-01-01 00:25:31,40804,48264,110,32999,9319,3,1
06a186,DLH7168,LFPG,LKPR,1689695662,1689745159,1689634800,2023-07-18 17:54:22,49497,22053,5227,37281,8409,2,2
06a260,EZY3576,LOWW,ENGM,1683991246,1684041564,1683932400,2023-05-13 17:20:46,50318,37192,9784,44886,533,3,2
06a2c6,QFA9258,LOWW,LKPR,1677366556,1677381792,1677366000,2023-02-26 00:09:16,15236,36306,3810,38968,8207,4,1
06a360,AAL8428,LOWW,EHAM,1674748222,1674769357,1674687600,2023-01-26 16:50:22,21135,45099,7517,42874,2628,4,5
06a54b,UAE7659,LFPO,VHHH,1691602054,1691609854,1691535600,2023-08-09 19:27:34,7800,28641,4907,15125,5813,1,5
06afff,DLH5918,ESSA,WSSS,1686352306,1686387888,1686351600,2023-06-10 01:11:46,35582,5525,8468,30555,2737,3,2
06b688,SIA3814,LHBP,LEMD,1698922135,1698955275,1698879600,2023-11-02 11:48:55,33140,3648,2831,1319,7942,4,4
06b756,QFA2144,ESSA,KORD,1702131436,1702138429,1702076400,2023-12-09 15:17:16,6993,23654,77,25776,6842,5,1
06ba76,RYR4458,KLAX,LEMD,1696693348,1696732859,1696633200,2023-10-07 17:42:28,39511,34145,7937,47671,428,3,5
06bc1d,QTR5818,EGLL,LFPG,1680702382,1680709416,1680649200,2023-04-05 15:46:22,7034,28059,6101,9619,6181,5,5
06bd2f,AAL5654,RJTT,KLAX,1697277436,1697300355,1697238000,2023-10-14 11:57:16,22919,23714,7628,32236,6186,2,2
06be71,DLH6385,ESSA,LEMD,1696186699,1696221645,1696114800,2023-10-01 20:58:19,34946,34716,751,6465,5201,3,5
06bee4,SWA1717,EDDM,ENGM,1673282830,1673319987,1673218800,2023-01-09 17:47:10,37157,32519,7047,33673,9026,5,3
06c178,EZY1078,KORD,WSSS,1690858189,1690882874,1690844400,2023-08-01 04:49:49,24685,2831,4671,8700,5802,4,1
06c1e8,EZY8240,KJFK,LHBP,1684586782,1684614907,1684537200,2023-05-20 14:46:22,28125,25290,3903,36290,7992,1,1
06c525,SIA8623,EFHK,KJFK,1677600520,1677649382,1677538800,2023-02-28 17:08:40,48862,10138,4274,38322,2505,4,2
06c859,AFR1895,KJFK,EPWA,1700460427,1700464927,1700434800,2023-11-20 07:07:07,4500,24182,635,3388,2591,2,4
06c87c,AAL2510,RJTT,EHAM,1694250355,1694252214,1694214000,2023-09-09 11:05:55,1859,39766,6998,11311,6407,5,1
06ca67,DLH1571,EKCH,LFPO,1689353590,1689376714,1689289200,2023-07-14 18:53:10,23124,43203,8063,5790,1192,5,4
06cb16,SWA5005,EHAM,LEMD,1673929372,1673931193,1673910000,2023-01-17 05:22:52,1821,26754,3234,42131,6158,5,5
06ced1,AFR8453,YSSY,WSSS,1676597869,1676633141,1676588400,2023-02-17 02:37:49,35272,11118,5389,25491,3114,1,1
06d031,AFR4272,LIRF,ENGM,1701318349,1701358172,1701298800,2023-11-30 05:25:49,39823,38883,1397,21487,1547,4,4
06d446,QTR9391,KDEN,LSZH,1681889143,1681891586,1681858800,2023-04-19 09:25:43,2443,34442,3204,49522,8174,2,3
06d453,SIA8821,LEMD,LOWW,1691691835,1691735689,1691622000,2023-08-10 20:23:55,43854,10107,5224,26708,4918,1,1
06d740,ACA1890,KDEN,YSSY,1680145597,1680165795,1680130800,2023-03-30 05:06:37,20198,17119,3980,32281,2017,3,4
06d7a4,QTR2316,EDDM,WSSS,1672664182,1672694576,1672614000,2023-01-02 13:56:22,30394,11919,8227,13761,7648,1,1
06d7bf,AAL676,ESSA,LEBL,1683511222,1683548771,1683500400,2023-05-08 04:00:22,37549,6051,6784,23924,5346,5,5
06dd40,BAW1202,LFPG,LFPO,1697022658,1697037228,1696978800,2023-10-11 13:10:58,14570,32248,7434,21490,9286,1,4
06df0c,UAL5668,EDDM,LHBP,1699101454,1699122720,1699052400,2023-11-04 13:37:34,21266,14668,9166,11623,6049,4,1
06e05f,SIA869,RJTT,LEMD,1701863890,1701881114,1701817200,2023-12-06 12:58:10,17224,25211,1737,5607,8093,1,4
06e0bd,RYR9847,KDFW,EDDM,1699347412,1699388329,1699311600,2023-11-07 09:56:52,40917,18641,2647,35314,8671,5,2
06e655,ACA384,EDDF,LEMD,1695430228,1695441164,1695423600,2023-09-23 02:50:28,10936,2088,3180,494,396,2,3
06e767,DLH5779,VHHH,EGLL,1687253944,1687291138,1687215600,2023-06-20 11:39:04,37194,30571,948,25088,4138,3,3
06e7c3,ACA9666,EFHK,KJFK,1698210055,1698240745,1698188400,2023-10-25 07:00:55,30690,11169,1861,10009,8205,2,3
06e877,QFA5791,KJFK,LFPO,1691331976,1691361438,1691276400,2023-08-06 16:26:16,29462,17375,9491,28434,3568,5,5
06e950,UAL9516,EGLL,ENGM,1675043416,1675063883,1675033200,2023-01-30 02:50:16,20467,22230,8539,3913,7267,1,4
06eb36,SIA3581,LFPO,LSZH,1674401368,1674428137,1674342000,2023-01-22 16:29:28,26769,6629,6605,31634,5062,3,3
06ed5f,ACA7397,KORD,KATL,1703073004,1703090155,1703026800,2023-12-20 12:50:04,17151,30852,4448,40722,9707,3,4
06edd2,RYR385,KLAX,WSSS,1673485234,1673487798,1673478000,2023-01-12 02:00:34,2564,33769,1067,8713,7185,1,1
06eff8,RYR6151,EGKK,EHAM,1686041725,1686083569,1686006000,2023-06-06 10:55:25,41844,5596,9379,48488,5269,4,2
06f197,UAE1941,KLAX,KDEN,1679713237,1679752010,1679698800,2023-03-25 04:00:37,38773,21351,463,22791,5206,1,3
06f3ea,DLH9533,OTHH,LKPR,1695091774,1695143366,1695078000,2023-09-19 04:49:34,51592,32138,3621,28166,7314,5,4
06f601,BAW5840,EPWA,EKCH,1683570613,1683615669,1683500400,2023-05-08 20:30:13,45056,17538,7840,21833,7499,1,2
06f682,RYR7349,YSSY,LIRF,1675002292,1675022403,1674946800,2023-01-29 15:24:52,20111,28626,9913,12811,9061,3,2
06f7ca,UAL7074,LFPG,LEBL,1685889343,1685932718,1685833200,2023-06-04 16:35:43,43375,14226,1374,47927,7921,5,4
06fff9,AAL3561,LOWW,LFPO,1686543202,1686581906,1686524400,2023-06-12 06:13:22,38704,22812,4351,41394,6349,4,1
070163,ACA4473,KATL,OMDB,1686786154,1686809549,1686783600,2023-06-15 01:42:34,23395,10496,5293,14263,243,2,3
0702b9,ACA1391,EGLL,EDDM,1676276632,1676329149,1676242800,2023-02-13 09:23:52,52517,27671,3354,3355,4139,4,5
07046b,UAE1632,KORD,EGLL,1696506799,1696553064,1696460400,2023-10-05 13:53:19,46265,38777,2871,7837,8645,3,1
07055e,RYR3786,KATL,EDDM,1687693261,1687697980,1687647600,2023-06-25 13:41:01,4719,22015,364,10860,2494,5,1
0705c8,AAL9977,LOWW,EDDM,1677489859,1677495626,1677452400,2023-02-27 10:24:19,5767,12966,4231,17510,3383,3,2
070712,RYR8750,OMDB,LKPR,1692317113,1692365095,1692313200,2023-08-18 02:05:13,47982,4911,4116,8634,5909,5,1
07080a,AAL8122,EKCH,LFPG,1678341226,1678372999,1678316400,2023-03-09 06:53:46,31773,24754,3704,15741,4352,3,4
070ac9,SIA8214,VHHH,LEMD,1686541096,1686553655,1686524400,2023-06-12 05:38:16,12559,867,9550,27122,1804,1,5
070ba4,EZY8025,YSSY,LEBL,1700315515,1700360761,1700262000,2023-11-18 14:51:55,45246,44239,764,37796,7240,5,4
07115b,AAL7780,WSSS,EKCH,1678326427,1678359861,1678316400,2023-03-09 02:47:07,33434,25209,7829,3994,7778,4,3
071540,QFA7424,LFPG,EGKK,1674947434,1674961873,1674946800,2023-01-29 00:10:34,14439,28156,1362,10855,3920,3,3
071544,QFA108,YSSY,EDDM,1682962321,1682972703,1682895600,2023-05-01 19:32:01,10382,42878,475,6549,1028,5,4
071675,EZY8632,VHHH,LOWW,1674020572,1674049863,1673996400,2023-01-18 06:42:52,29291,13892,8722,7279,9472,2,1
07167a,RYR9694,LEMD,WSSS,1699528231,1699562255,1699484400,2023-11-09 12:10:31,34024,37620,6607,6856,1392,3,3
07179a,QFA181,LFPG,EFHK,1688926261,1688976582,1688857200,2023-07-09 20:11:01,50321,9264,398,45648,9641,2,5
0717d5,QTR9587,LSZH,KDEN,1695560038,1695597214,1695510000,2023-09-24 14:53:58,37176,32938,9692,20269,1446,3,1
071a06,AFR7769,KATL,LSZH,1702095994,1702108092,1702076400,2023-12-09 05:26:34,12098,44368,5448,31112,1913,5,4
071af4,UAL517,EGLL,EPWA,1702454278,1702496890,1702422000,2023-12-13 08:57:58,42612,31126,6503,37027,7912,3,4
071afb,SIA7820,EGKK,ENGM,1700100364,1700123153,1700089200,2023-11-16 03:06:04,22789,11729,870,32032,5706,2,4
071ca6,ACA7329,KJFK,EDDF,1674176260,1674214759,1674169200,2023-01-20 01:57:40,38499,32962,1539,19756,1157,5,3
07223b,EZY9764,LOWW,KJFK,1698722707,1698774592,1698706800,2023-10-31 04:25:07,51885,12231,4829,29319,7053,2,3
07274d,AFR7833,LFPG,ENGM,1688972359,1689023160,1688943600,2023-07-10 08:59:19,50801,5751,1331,23266,2257,4,5
0727a5,SWA1764,LKPR,LEMD,1690257808,1690310266,1690239600,2023-07-25 06:03:28,52458,19443,2607,24621,1878,3,3
07280e,EZY2489,EDDF,LPPT,1673340154,1673362161,1673305200,2023-01-10 09:42:34,22007,48335,2078,37194,6166,5,4
072907,UAL3925,WSSS,KDEN,1677483601,1677497057,1677452400,2023-02-27 08:40:01,13456,4720,9146,47141,8601,4,1
072aad,UAL5361,EDDM,LIRF,1677383095,1677410552,1677366000,2023-02-26 04:44:55,27457,42108,8884,49623,692,5,1
072b27,QFA9144,EKCH,EDDM,1692361057,1692382481,1692313200,2023-08-18 14:17:37,21424,11834,6461,22239,1827,5,1
072b70,RYR4909,KLAX,LOWW,1691363110,1691403623,1691362800,2023-08-07 01:05:10,40513,42602,7297,8194,6944,5,3
072b7f,EZY4358,EGKK,EGLL,1701927124,1701950356,1701903600,2023-12-07 06:32:04,23232,20994,6822,40394,3108,5,1
072cb9,DAL5569,KDEN,YSSY,1678115818,1678120743,1678057200,2023-03-06 16:16:58,4925,41211,6071,11087,2032,3,3
072d1f,DLH816,ENGM,EKCH,1703412388,1703440806,1703372400,2023-12-24 11:06:28,28418,42744,4380,34506,9411,2,4
072d48,BAW9373,EDDM,KDFW,1681447498,1681454893,1681426800,2023-04-14 06:44:58,7395,34308,804,18173,6825,3,5
072e54,AFR3082,EHAM,KDEN,1684586326,1684616687,1684537200,2023-05-20 14:38:46,30361,25009,9934,13089,524,5,2
072f81,AFR2486,LFPO,LPPT,1684491295,1684502489,1684450800,2023-05-19 12:14:55,11194,47187,6552,19638,8214,1,4
072fe4,AAL7858,KLAX,VHHH,1694260354,1694269428,1694214000,2023-09-09 13:52:34,9074,8692,3272,49659,6932,1,5
073141,DLH8313,LFPG,EFHK,1686197263,1686209953,1686178800,2023-06-08 06:07:43,12690,2347,8312,22409,5324,4,3
07342c,UAL7007,WSSS,EPWA,1673167903,1673182463,1673132400,2023-01-08 09:51:43,14560,11383,4508,25369,9830,3,3
0734b4,UAL9901,EFHK,EDDF,1700962915,1700970416,1700953200,2023-11-26 02:41:55,7501,9306,9554,16617,8816,2,4
0734d5,QFA1025,RJTT,KORD,1686891040,1686936954,1686870000,2023-06-16 06:50:40,45914,38817,3646,35664,7074,1,1
073509,ACA7059,KDFW,LPPT,1681701649,1681751617,1681686000,2023-04-17 05:20:49,49968,36040,7622,4485,6795,5,5
0736b0,AAL6045,EGLL,ENGM,1675897336,1675922504,1675897200,2023-02-09 00:02:16,25168,5141,8627,26797,8329,5,2
