icao24,callsign,dep_airport,arr_airport,firstseen,lastseen,day,event_ts,flight_duration_sec,dep_horiz_m,dep_vert_m,arr_horiz_m,arr_vert_m,dep_cand,arr_cand
03a94b,BAW7559,EGKK,LOWW,1681288472,1681312134,1681254000,2023-04-12 10:34:32,23662,45731,4934,32257,7681,2,5
03aa1e,AAL6076,KDFW,KJFK,1675728416,1675744417,1675724400,2023-02-07 01:06:56,16001,8083,5440,24001,4963,2,3
03aaba,RYR4055,EFHK,KDEN,1695657770,1695699880,1695596400,2023-09-25 18:02:50,42110,20379,7724,48585,8609,4,2
03ab4a,SWA109,EDDF,WSSS,1681838651,1681885445,1681772400,2023-04-18 19:24:11,46794,42840,7679,30468,7788,4,4
03ac4d,ACA2214,ENGM,EGKK,1683386189,1683398990,1683327600,2023-05-06 17:16:29,12801,45164,2536,34578,7431,5,3
03aca2,SIA6684,LFPG,LPPT,1700383073,1700432081,1700348400,2023-11-19 09:37:53,49008,47964,4194,32191,4613,3,5
03aca9,UAE9566,LIRF,KLAX,1677176252,1677206481,1677106800,2023-02-23 19:17:32,30229,21685,9828,21292,1309,1,5
03ade2,DAL4541,LEBL,KATL,1674803804,1674831460,1674774000,2023-01-27 08:16:44,27656,32182,7748,44093,9295,1,3
03b0c9,QTR1991,LFPG,KATL,1698495782,1698506612,1698447600,2023-10-28 14:23:02,10830,49783,8446,49614,4935,2,2
03b302,ACA2680,LEBL,ENGM,1683881294,1683910832,1683846000,2023-05-12 10:48:14,29538,12550,5738,37281,8352,4,4
03b726,UAE2712,LHBP,LPPT,1687067390,1687070458,1687042800,2023-06-18 07:49:50,3068,14421,9677,30545,4034,3,2
03b896,UAE2694,ENGM,LEMD,1699242662,1699294106,1699225200,2023-11-06 04:51:02,51444,49182,6797,21626,7691,4,3
03be2a,ACA4640,LOWW,LSZH,1692926804,1692970153,1692918000,2023-08-25 03:26:44,43349,1277,3686,34569,4577,3,5
03bec4,RYR345,KATL,EDDM,1673959403,1673966083,1673910000,2023-01-17 13:43:23,6680,3867,2795,13704,1053,1,2
03bf63,AAL1769,EGLL,EHAM,1682098280,1682143343,1682031600,2023-04-21 19:31:20,45063,21435,6483,12748,8876,3,5
03bfb8,SIA1010,OMDB,LPPT,1692358769,1692411220,1692313200,2023-08-18 13:39:29,52451,20073,3168,2084,2180,3,4
03c1ec,SIA6669,LSZH,KDFW,1703749190,1703772300,1703718000,2023-12-28 08:39:50,23110,14905,9303,15470,758,4,3
03c343,UAL922,RJTT,KLAX,1681534922,1681538809,1681513200,2023-04-15 07:02:02,3887,5208,1600,39682,3699,4,5
03c34e,DAL4567,EKCH,KATL,1672915661,1672965729,1672873200,2023-01-05 11:47:41,50068,15992,626,37668,7775,2,5
03c3d7,EZY1892,YSSY,KDFW,1674960716,1675001614,1674946800,2023-01-29 03:51:56,40898,21873,3778,36189,1450,5,3
03c40c,SWA7935,EGKK,LHBP,1678277429,1678313489,1678230000,2023-03-08 13:10:29,36060,4309,3678,13387,9954,5,4
03c537,RYR2331,YSSY,EFHK,1701486926,1701491112,1701471600,2023-12-02 04:15:26,4186,1240,61,5392,1038,2,2
03c621,BAW1908,KATL,ESSA,1696001003,1696022528,1695942000,2023-09-29 17:23:23,21525,37694,1291,18046,3771,1,4
03c828,UAE5516,OTHH,LKPR,1702625999,1702652753,1702594800,2023-12-15 08:39:59,26754,12182,390,11339,28,1,2
03cad8,SWA2892,YSSY,EHAM,1684004393,1684029757,1683932400,2023-05-13 20:59:53,25364,27305,9339,8592,9021,1,1
03cc96,BAW1579,EPWA,KDFW,1674609326,1674641549,1674601200,2023-01-25 02:15:26,32223,34633,1439,22689,2998,5,4
03cd5e,QTR812,LSZH,LPPT,1677677381,1677714996,1677625200,2023-03-01 14:29:41,37615,9253,2525,44102,7732,3,4
03cf76,QTR856,LKPR,WSSS,1689356108,1689377921,1689289200,2023-07-14 19:35:08,21813,10171,5388,4718,9230,5,5
03d05d,RYR8278,LEBL,LFPO,1681574231,1681621597,1681513200,2023-04-15 17:57:11,47366,800,1781,36593,7616,5,4
03d0a2,EZY6126,OMDB,LOWW,1700501006,1700539443,1700434800,2023-11-20 18:23:26,38437,40317,9789,3073,3049,4,2
03d26c,UAL5390,ESSA,WSSS,1673496161,1673523221,1673478000,2023-01-12 05:02:41,27060,38726,8784,49888,8138,2,2
03d283,QTR3179,ENGM,LFPO,1696434956,1696475905,1696374000,2023-10-04 17:55:56,40949,32858,1187,33746,2140,2,5
03d2d2,UAE7106,EPWA,LEBL,1695477263,1695491283,1695423600,2023-09-23 15:54:23,14020,6238,1426,1893,3082,3,2
03d521,EZY5980,LEMD,KJFK,1676086901,1676094261,1676070000,2023-02-11 04:41:41,7360,32998,6214,10527,734,3,2
03d97f,QTR304,RJTT,EFHK,1680936533,1680970999,1680908400,2023-04-08 08:48:53,34466,1890,2077,22176,9006,5,4
03db6b,RYR2122,LFPO,ENGM,1684627136,1684651474,1684623600,2023-05-21 01:58:56,24338,37130,729,15572,4361,5,1
03e255,DLH5058,LPPT,LKPR,1681043570,1681088578,1680994800,2023-04-09 14:32:50,45008,24846,9954,12768,5369,4,2
03e25c,SWA7943,OTHH,KATL,1691255363,1691264265,1691190000,2023-08-05 19:09:23,8902,19219,4927,40525,9637,1,4
03e55f,AFR5364,KDFW,LFPG,1701454703,1701479373,1701385200,2023-12-01 19:18:23,24670,33619,7216,8924,1967,1,2
03e69c,AAL1466,EDDM,KDEN,1697175452,1697197278,1697151600,2023-10-13 07:37:32,21826,20519,275,1245,7239,3,3
03eaed,BAW2531,EHAM,RJTT,1683187784,1683204636,1683154800,2023-05-04 10:09:44,16852,7322,900,9484,8186,2,4
03ee6d,SWA5987,EDDM,EHAM,1675860587,1675895443,1675810800,2023-02-08 13:49:47,34856,11293,2648,31646,3763,2,2
03eeee,ACA2359,VHHH,OMDB,1681637726,1681656770,1681599600,2023-04-16 11:35:26,19044,40619,581,46174,3027,2,3
03ef67,QTR2010,EHAM,LKPR,1694947634,1694992720,1694905200,2023-09-17 12:47:14,45086,20967,4245,43305,4631,3,2
03efc9,DLH2992,EGKK,EFHK,1679835173,1679853657,1679785200,2023-03-26 14:52:53,18484,27121,7600,1563,5499,4,3
03f1c8,AFR7034,WSSS,LKPR,1701017465,1701042358,1700953200,2023-11-26 17:51:05,24893,26658,2309,22109,145,5,3
03f326,UAL5413,EDDM,VHHH,1702728626,1702758482,1702681200,2023-12-16 13:10:26,29856,33746,9106,947,7793,2,3
03f3a1,QFA9379,OTHH,KLAX,1697777609,1697802038,1697756400,2023-10-20 06:53:29,24429,7115,2053,17367,1840,4,1
03f419,DLH9150,LFPG,KORD,1678270475,1678291952,1678230000,2023-03-08 11:14:35,21477,49074,9983,45899,9330,3,4
03f523,DAL7251,LIRF,LSZH,1679675489,1679694285,1679612400,2023-03-24 17:31:29,18796,45378,8277,24862,1266,4,4
03f6bf,QTR9805,YSSY,LHBP,1673714990,1673758188,1673650800,2023-01-14 17:49:50,43198,29652,1703,33161,7513,3,1
03f751,UAE6876,KJFK,WSSS,1678289414,1678335288,1678230000,2023-03-08 16:30:14,45874,39125,1859,5636,417,5,2
03f761,QFA6083,VHHH,OTHH,1690736270,1690760735,1690671600,2023-07-30 18:57:50,24465,18240,226,1650,3339,3,3
03f950,RYR2621,LPPT,KDFW,1676137238,1676157371,1676070000,2023-02-11 18:40:38,20133,23179,1815,15125,572,1,3
03f9cf,AAL6884,LHBP,RJTT,1682224073,1682231896,1682204400,2023-04-23 06:27:53,7823,35250,7708,13234,9100,5,4
0402df,RYR2996,LEMD,LFPO,1678327694,1678344026,1678316400,2023-03-09 03:08:14,16332,6686,7863,46778,7811,5,5
04041c,DAL9341,LHBP,RJTT,1694019626,1694033428,1693954800,2023-09-06 19:00:26,13802,24179,5822,42561,68,2,1
040424,QTR9133,LFPO,LPPT,1692600833,1692643561,1692572400,2023-08-21 08:53:53,42728,29621,9996,45886,3309,4,5
04042a,ACA5982,LFPO,OMDB,1689011423,1689015687,1688943600,2023-07-10 19:50:23,4264,28101,2060,3795,2975,5,2
040590,ACA5690,LHBP,ENGM,1692463742,1692481017,1692399600,2023-08-19 18:49:02,17275,2575,3304,27342,5866,4,1
040b0e,DAL5562,LOWW,KORD,1692196247,1692201898,1692140400,2023-08-16 16:30:47,5651,9537,8271,35946,713,5,5
040ebe,QFA1943,OMDB,LEMD,1675296455,1675349777,1675292400,2023-02-02 01:07:35,53322,37498,5373,40058,6659,1,2
040edb,ACA1140,LFPG,RJTT,1673320640,1673356577,1673305200,2023-01-10 04:17:20,35937,8154,8120,38713,2039,4,1
040fa9,SWA523,EKCH,EHAM,1672712393,1672739583,1672700400,2023-01-03 03:19:53,27190,49863,7156,42321,792,5,4
041099,DLH7479,LPPT,LIRF,1696777982,1696810930,1696719600,2023-10-08 17:13:02,32948,42301,2074,1865,2439,3,3
041238,AFR9753,RJTT,LEMD,1699574246,1699607113,1699570800,2023-11-10 00:57:26,32867,19104,5924,14055,3121,5,2
041289,QFA6722,EFHK,LFPG,1684027040,1684055376,1684018800,2023-05-14 03:17:20,28336,40350,6739,7263,4209,1,1
0413e6,AAL7539,LHBP,KLAX,1701999197,1702023603,1701990000,2023-12-08 02:33:17,24406,45872,6208,47422,4713,3,2
041403,EZY4042,LFPO,EFHK,1685877584,1685923765,1685833200,2023-06-04 13:19:44,46181,7310,7615,8317,4169,3,3
04185e,RYR1527,KORD,EGLL,1688569241,1688622035,1688511600,2023-07-05 17:00:41,52794,42588,9053,960,95,4,3
041884,BAW1813,KATL,LIRF,1689854627,1689866988,1689807600,2023-07-20 14:03:47,12361,16019,7104,10793,6554,3,1
041d43,SIA6396,RJTT,EDDF,1675932665,1675975147,1675897200,2023-02-09 09:51:05,42482,25211,6622,30821,7629,2,5
041d5f,AFR2927,KORD,LPPT,1702490684,1702541122,1702422000,2023-12-13 19:04:44,50438,10279,9460,6899,3587,4,5
041e47,SIA4385,EGKK,KLAX,1687784612,1687822138,1687734000,2023-06-26 15:03:32,37526,29182,6173,13921,2026,4,3
0420f6,DLH7151,EDDF,VHHH,1691285249,1691297754,1691276400,2023-08-06 03:27:29,12505,21715,7884,13462,5035,3,3
0420ff,AAL1522,RJTT,LIRF,1696756928,1696790409,1696719600,2023-10-08 11:22:08,33481,5518,3202,41398,3842,4,2
04225f,QTR9670,OMDB,EFHK,1680882542,1680903779,1680822000,2023-04-07 17:49:02,21237,16687,3440,35646,1528,4,2
042260,RYR217,EHAM,KORD,1689262817,1689311332,1689202800,2023-07-13 17:40:17,48515,47859,4298,2812,9418,3,1
0423c9,QTR2272,EPWA,ESSA,1686595823,1686600351,1686524400,2023-06-12 20:50:23,4528,45341,9131,45428,2864,2,2
042471,DAL1613,EDDF,RJTT,1678199660,1678206933,1678143600,2023-03-07 15:34:20,7273,42347,3290,32921,5600,1,3
0424b1,BAW7793,ESSA,LIRF,1674006341,1674047965,1673996400,2023-01-18 02:45:41,41624,40969,8538,13020,2595,1,5
04262b,DAL9471,LHBP,VHHH,1679362487,1679412326,1679353200,2023-03-21 02:34:47,49839,40807,7958,17015,1050,1,5
042643,UAE5204,EHAM,LFPG,1701356558,1701373885,1701298800,2023-11-30 16:02:38,17327,18250,6184,40819,8904,1,1
042751,SWA9048,LFPO,EDDF,1701022436,1701071828,1700953200,2023-11-26 19:13:56,49392,30171,5360,11892,6037,1,1
042aa0,UAL4378,WSSS,OMDB,1675046756,1675070313,1675033200,2023-01-30 03:45:56,23557,21120,532,47536,8068,3,2
042ce5,QFA787,LIRF,OMDB,1673456987,1673468747,1673391600,2023-01-11 18:09:47,11760,43682,6990,29939,2434,3,4
042cfe,SWA5205,EGLL,LHBP,1673504831,1673556329,1673478000,2023-01-12 07:27:11,51498,4366,8019,634,6062,4,3
0430a0,UAE9257,ENGM,LPPT,1689416285,1689464512,1689375600,2023-07-15 12:18:05,48227,19828,4847,16895,9227,5,3
04342d,RYR8010,LFPO,LKPR,1689086915,1689106146,1689030000,2023-07-11 16:48:35,19231,21398,3850,2062,8352,4,1
04345e,DAL1433,EGLL,LEMD,1687536041,1687556340,1687474800,2023-06-23 18:00:41,20299,3014,8942,37053,2195,1,5
0434dc,DLH1233,LHBP,LFPO,1696317236,1696335434,1696287600,2023-10-03 09:13:56,18198,29111,570,41046,2220,3,3
043586,BAW4812,EGLL,LEMD,1687598804,1687616508,1687561200,2023-06-24 11:26:44,17704,8252,4310,6602,1768,1,4
04367d,RYR1231,RJTT,ESSA,1677485621,1677524635,1677452400,2023-02-27 09:13:41,39014,39607,8718,8247,4874,5,2
04371a,AAL2877,OTHH,EHAM,1696567013,1696580191,1696546800,2023-10-06 06:36:53,13178,44370,8561,13296,1676,3,3
0437bc,AAL4205,ENGM,KORD,1673322509,1673359837,1673305200,2023-01-10 04:48:29,37328,29819,9394,6920,5995,1,1
043863,SIA6927,EDDM,KORD,1682565326,1682608993,1682550000,2023-04-27 05:15:26,43667,20044,3809,7326,8419,5,3
0438bb,ACA1098,KORD,LIRF,1694360318,1694362510,1694300400,2023-09-10 17:38:38,2192,46569,7343,22479,8524,5,2
0438f6,RYR3396,OMDB,LFPO,1673006774,1673024480,1672959600,2023-01-06 13:06:14,17706,39558,3590,3656,4692,5,2
043b99,QTR3952,LKPR,KDFW,1699469897,1699475258,1699398000,2023-11-08 19:58:17,5361,141,2465,33296,9839,1,2
043c0f,QTR9283,VHHH,EHAM,1684627928,1684660014,1684623600,2023-05-21 02:12:08,32086,7967,6266,35613,4892,5,1
043c58,BAW2724,EHAM,LIRF,1672586399,1672615599,1672527600,2023-01-01 16:19:59,29200,3541,5367,21055,5844,2,3
043dc0,QTR3394,ESSA,LFPO,1700610518,1700615997,1700607600,2023-11-22 00:48:38,5479,30864,165,33480,3840,3,5
043f7b,AFR5903,ENGM,KDFW,1680575492,1680579410,1680562800,2023-04-04 04:31:32,3918,8517,1443,13678,5284,2,3
0442d6,QFA1190,EHAM,VHHH,1687630574,1687637599,1687561200,2023-06-24 20:16:14,7025,2061,1663,41721,8619,1,4
0443b9,AAL2766,EDDM,EHAM,1676225921,1676264882,1676156400,2023-02-12 19:18:41,38961,38188,1750,45077,474,5,4
0444d2,UAE8393,LSZH,LKPR,1700757272,1700804525,1700694000,2023-11-23 17:34:32,47253,44590,4148,5232,7520,5,3
044501,SIA3452,EDDM,KORD,1673276819,1673316856,1673218800,2023-01-09 16:06:59,40037,21393,5430,41046,1958,3,3
044501,AAL7883,LPPT,KDEN,1703900075,1703907170,1703890800,2023-12-30 02:34:35,7095,11864,6147,28050,1042,4,5
04452c,ACA4740,EFHK,LHBP,1683996695,1684021971,1683932400,2023-05-13 18:51:35,25276,13802,440,6048,7239,3,5
044959,AFR8469,EGLL,LIRF,1678467770,1678487623,1678402800,2023-03-10 18:02:50,19853,1617,4969,41159,6815,3,3
044978,DLH7026,EPWA,KJFK,1701942740,1701987819,1701903600,2023-12-07 10:52:20,45079,37058,7054,17811,3815,5,3
044e95,DLH1924,KJFK,EGKK,1698079793,1698116990,1698015600,2023-10-23 18:49:53,37197,16110,532,48652,3374,5,5
044f07,QTR1345,RJTT,ESSA,1676784569,1676792833,1676761200,2023-02-19 06:29:29,8264,41200,7447,28658,7529,3,1
045693,UAL5693,LPPT,EDDM,1682613923,1682633707,1682550000,2023-04-27 18:45:23,19784,48969,1501,36951,8892,1,1
04580f,UAE2275,LHBP,OMDB,1690218551,1690267417,1690153200,2023-07-24 19:09:11,48866,48755,8500,1266,9204,4,1
045b89,RYR4947,LFPO,YSSY,1692683630,1692708575,1692658800,2023-08-22 07:53:50,24945,617,9028,1157,2229,5,2
045edc,AFR682,OMDB,LFPO,1682592209,1682625554,1682550000,2023-04-27 12:43:29,33345,2926,1983,628,9466,4,5
04602b,DAL4128,KDFW,EDDM,1685616761,1685628564,1685574000,2023-06-01 12:52:41,11803,17089,4851,14811,8006,4,5
04626b,UAL538,LSZH,KDEN,1682133278,1682170508,1682118000,2023-04-22 05:14:38,37230,28270,9257,6575,365,4,4
046435,QTR1967,EHAM,LFPO,1694532095,1694572236,1694473200,2023-09-12 17:21:35,40141,12418,6133,47975,7354,5,1
0464db,BAW1914,LKPR,LFPO,1689135326,1689181742,1689116400,2023-07-12 06:15:26,46416,42755,4195,1908,3417,5,1
0466b7,UAL5754,EHAM,LHBP,1695963593,1695992568,1695942000,2023-09-29 06:59:53,28975,39341,1811,49266,159,1,3
0467ee,QFA7743,EDDM,WSSS,1690378307,1690419553,1690326000,2023-07-26 15:31:47,41246,43389,5177,4666,5825,2,2
04683f,QFA4365,LOWW,OMDB,1693789370,1693830316,1693782000,2023-09-04 03:02:50,40946,18574,2720,20279,1086,4,4
046879,QTR9955,EHAM,KLAX,1696217516,1696249751,1696201200,2023-10-02 05:31:56,32235,22379,5434,30682,1927,2,2
046998,AFR9841,ESSA,LEBL,1703593283,1703647203,1703545200,2023-12-26 13:21:23,53920,33786,713,25774,7720,3,4
046ba8,DLH2485,YSSY,EHAM,1678292522,1678312982,1678230000,2023-03-08 17:22:02,20460,16575,6739,42084,2634,4,2
046c6a,SWA6230,OMDB,LEBL,1688475386,1688483246,1688425200,2023-07-04 14:56:26,7860,26210,2914,48150,6697,1,4
046c7a,EZY7483,KDEN,KLAX,1698464426,1698516865,1698447600,2023-10-28 05:40:26,52439,37341,7093,37661,1023,2,1
046ead,ACA3051,LOWW,EGLL,1679633774,1679643466,1679612400,2023-03-24 05:56:14,9692,1580,2202,48675,4625,1,1
046ef5,QFA6175,KATL,VHHH,1698841769,1698883282,1698793200,2023-11-01 13:29:29,41513,46625,1019,22361,8662,2,3
046f97,SWA4641,KJFK,EFHK,1690712915,1690764851,1690671600,2023-07-30 12:28:35,51936,40420,8824,47894,3626,1,1
04706d,SIA4586,LFPO,KATL,1686299621,1686319798,1686265200,2023-06-09 10:33:41,20177,45805,6946,22212,8892,5,3
047100,SWA6041,ENGM,LPPT,1687055558,1687070646,1687042800,2023-06-18 04:32:38,15088,37874,5228,33693,8527,3,4
047146,RYR9350,OTHH,YSSY,1674968252,1675010707,1674946800,2023-01-29 05:57:32,42455,42166,1592,36969,3154,4,1
0471f9,AFR9964,EKCH,LPPT,1676276234,1676300130,1676242800,2023-02-13 09:17:14,23896,4605,9222,45950,4477,3,5
047225,BAW2292,EPWA,EDDF,1689751979,1689799877,1689721200,2023-07-19 09:32:59,47898,17682,5575,22570,6933,2,5
0472b3,UAL3676,KDEN,KATL,1674212099,1674242190,1674169200,2023-01-20 11:54:59,30091,48056,4070,32105,7683,3,4
0473ab,DAL6891,LOWW,EGLL,1678006889,1678044174,1677970800,2023-03-05 10:01:29,37285,14778,5237,23126,5501,2,3
0479e0,BAW9434,LIRF,OMDB,1677395795,1677448229,1677366000,2023-02-26 08:16:35,52434,27841,8791,34660,9572,3,3
047a01,ACA5690,LHBP,LFPG,1673270420,1673283599,1673218800,2023-01-09 14:20:20,13179,7663,2748,2198,7345,3,4
047a92,QFA8823,EHAM,OTHH,1679189198,1679227367,1679180400,2023-03-19 02:26:38,38169,39163,9208,48222,3992,5,4
047bc0,UAL1233,KDFW,EDDF,1688928518,1688964664,1688857200,2023-07-09 20:48:38,36146,49788,9638,13354,2283,4,4
047cf8,EZY5465,OMDB,ENGM,1702044071,1702080377,1701990000,2023-12-08 15:01:11,36306,2688,1033,9224,86,2,4
0480fd,BAW9152,KLAX,KORD,1685621360,1685661062,1685574000,2023-06-01 14:09:20,39702,48737,539,43810,9766,4,4
0481ed,BAW8185,EDDM,LHBP,1701100076,1701105076,1701039600,2023-11-27 16:47:56,5000,40992,6091,24870,6388,1,3
0481f3,AFR4111,EDDF,ESSA,1691669843,1691721261,1691622000,2023-08-10 14:17:23,51418,28721,2860,10794,4156,1,2
0483ca,EZY6662,YSSY,WSSS,1690080029,1690104956,1690066800,2023-07-23 04:40:29,24927,6636,1288,1264,1892,5,2
0483d1,QFA9494,LIRF,LOWW,1681348406,1681372278,1681340400,2023-04-13 03:13:26,23872,44650,2285,4017,4102,4,5
04870d,EZY7017,LEBL,OTHH,1674098141,1674141123,1674082800,2023-01-19 04:15:41,42982,41511,8286,4140,3973,2,1
048832,DAL9336,KJFK,YSSY,1680784724,1680792736,1680735600,2023-04-06 14:38:44,8012,47530,3983,15349,1320,4,2
048be1,AAL2185,RJTT,LFPG,1675592066,1675625600,1675551600,2023-02-05 11:14:26,33534,4404,602,34464,2676,2,5
049144,SWA4102,KDFW,VHHH,1681019594,1681050540,1680994800,2023-04-09 07:53:14,30946,701,1422,30631,3685,4,1
0494aa,QFA8967,EFHK,OTHH,1699843505,1699883858,1699830000,2023-11-13 03:45:05,40353,13051,4754,38045,6195,3,1
04976f,QTR4411,LEMD,EGLL,1679764184,1679770480,1679698800,2023-03-25 18:09:44,6296,47658,5379,38880,8111,1,4
04985b,SIA9108,EKCH,LHBP,1684712669,1684752923,1684710000,2023-05-22 01:44:29,40254,4808,7530,1745,2627,5,1
049ce1,ACA3964,KORD,EHAM,1683358406,1683398032,1683327600,2023-05-06 09:33:26,39626,39149,762,46345,5366,3,5
049e92,EZY3700,KDFW,ESSA,1692713828,1692739458,1692658800,2023-08-22 16:17:08,25630,4362,7170,1009,4580,3,2
049eb0,SIA2399,EDDF,YSSY,1679441633,1679470598,1679439600,2023-03-22 00:33:53,28965,40713,5679,16572,7407,4,5
04a1d4,SWA7519,VHHH,LKPR,1701966335,1701968213,1701903600,2023-12-07 17:25:35,1878,47852,788,17338,3356,2,2
04a1f7,BAW3721,LIRF,EPWA,1696951805,1697003671,1696892400,2023-10-10 17:30:05,51866,13456,410,20715,2228,1,3
04a342,ACA693,EGKK,RJTT,1685123009,1685133354,1685055600,2023-05-26 19:43:29,10345,18385,42,43209,3421,1,4
04a485,EZY5204,KJFK,LHBP,1684543379,1684562624,1684537200,2023-05-20 02:42:59,19245,17179,5774,32182,4978,1,4
04ab8d,DAL5778,LPPT,YSSY,1673329574,1673380018,1673305200,2023-01-10 06:46:14,50444,18994,1448,16403,929,3,2
04acc0,AAL7317,ENGM,EKCH,1680004031,1680021633,1679958000,2023-03-28 13:47:11,17602,15484,3056,8413,6577,5,5
04ad10,UAE9886,LIRF,LFPO,1684516421,1684542967,1684450800,2023-05-19 19:13:41,26546,12733,9651,44771,4650,2,5
04b120,UAL482,LFPG,EGKK,1689141143,1689162562,1689116400,2023-07-12 07:52:23,21419,24952,9841,39290,1076,3,2
04b376,DLH8988,LEBL,KATL,1679904116,1679939389,1679871600,2023-03-27 10:01:56,35273,2262,2387,28916,6996,4,4
04b39c,EZY6666,ENGM,EHAM,1678762649,1678780590,1678748400,2023-03-14 03:57:29,17941,27267,9113,46563,4399,2,2
04b3d2,AFR6694,LEBL,LKPR,1686890828,1686912043,1686870000,2023-06-16 06:47:08,21215,24032,4595,28551,3684,4,1
04b4c6,ACA1274,OTHH,YSSY,1674952331,1674954653,1674946800,2023-01-29 01:32:11,2322,20913,7191,30513,6758,1,2
04b6dd,BAW6390,VHHH,LOWW,1689567818,1689616433,1689548400,2023-07-17 06:23:38,48615,4192,6534,8584,538,5,4
04b6e5,DLH6004,LEBL,KORD,1674002825,1674031424,1673996400,2023-01-18 01:47:05,28599,1517,5381,14181,5131,1,3
04b821,SWA7829,EFHK,EHAM,1694879300,1694911620,1694818800,2023-09-16 17:48:20,32320,16703,1633,27084,958,5,4
04b8d7,AFR8554,LKPR,LEBL,1696640303,1696691408,1696633200,2023-10-07 02:58:23,51105,12692,3779,27539,981,5,5
04baea,SIA3169,EPWA,EFHK,1673134589,1673170006,1673132400,2023-01-08 00:36:29,35417,38858,1068,48415,5042,5,2
04bfce,BAW6260,EFHK,KORD,1676913155,1676945726,1676847600,2023-02-20 18:12:35,32571,14333,7127,10107,4797,2,1
04c04d,EZY7153,EGLL,EDDF,1694084081,1694128315,1694041200,2023-09-07 12:54:41,44234,25656,6111,17683,5205,3,2
04c0cb,BAW9014,KDEN,EGLL,1701505463,1701527696,1701471600,2023-12-02 09:24:23,22233,46927,3172,33274,7250,3,3
04c0dc,UAE9044,OMDB,EDDM,1686840770,1686894486,1686783600,2023-06-15 16:52:50,53716,23696,7083,46748,8628,1,1
04c25b,UAE4960,LIRF,LFPO,1675581569,1675601844,1675551600,2023-02-05 08:19:29,20275,16007,96,32954,4736,2,5
04c2ec,DLH6214,EHAM,LFPG,1702314875,1702351541,1702249200,2023-12-11 18:14:35,36666,34453,6735,32701,7345,5,4
04c383,EZY2340,KDEN,EPWA,1695635261,1695658656,1695596400,2023-09-25 11:47:41,23395,26757,8185,36937,7043,3,4
04c4f4,EZY5282,EKCH,WSSS,1680200270,1680202078,1680130800,2023-03-30 20:17:50,1808,49727,283,4445,9587,2,4
04c5cb,UAE5687,EDDF,LEBL,1702565504,1702577106,1702508400,2023-12-14 15:51:44,11602,1161,9681,11589,1305,4,1
04c680,QTR3871,EKCH,KATL,1673337455,1673361224,1673305200,2023-01-10 08:57:35,23769,43827,1278,34478,5623,5,5
04caf6,BAW3911,EHAM,LOWW,1692410639,1692431260,1692399600,2023-08-19 04:03:59,20621,454,9588,38709,5176,3,4
04cc13,SWA2863,ESSA,LFPO,1691738966,1691753481,1691708400,2023-08-11 09:29:26,14515,28825,1355,44871,5992,5,5
04cc22,SWA1789,WSSS,KLAX,1699874084,1699880530,1699830000,2023-11-13 12:14:44,6446,10229,8956,37936,3828,4,5
04d13b,QTR316,KDFW,EKCH,1674294644,1674317703,1674255600,2023-01-21 10:50:44,23059,13413,6607,20506,2297,3,2
04d154,AFR3209,EGLL,EFHK,1679421239,1679440898,1679353200,2023-03-21 18:53:59,19659,22774,1801,10392,7701,1,1
04d376,ACA7609,KORD,KLAX,1684853513,1684863413,1684796400,2023-05-23 16:51:53,9900,18214,6902,16605,8278,4,4
04d8b6,QFA8031,EDDF,WSSS,1675161650,1675180466,1675119600,2023-01-31 11:40:50,18816,22054,2433,6865,8955,4,3
04d90e,QFA6796,KDFW,KATL,1689762461,1689809279,1689721200,2023-07-19 12:27:41,46818,15473,5484,43773,2747,5,3
04db6e,UAL1433,EDDF,LKPR,1676620448,1676637721,1676588400,2023-02-17 08:54:08,17273,18894,8781,44919,8911,1,1
04de14,BAW9689,EDDF,KDEN,1688374814,1688414041,1688338800,2023-07-03 11:00:14,39227,78,473,27859,8865,5,1
04e28e,UAE5905,EDDM,EHAM,1695769208,1695821247,1695769200,2023-09-27 01:00:08,52039,15843,7186,17830,35,4,4
04e38e,QFA5448,EGLL,KDFW,1688737709,1688754444,1688684400,2023-07-07 15:48:29,16735,26118,6331,45372,6223,2,3
04e462,QTR7134,KDFW,LOWW,1700670206,1700723921,1700607600,2023-11-22 17:23:26,53715,7312,3153,8402,8458,2,1
04e4e1,EZY5981,ESSA,KLAX,1691693630,1691706819,1691622000,2023-08-10 20:53:50,13189,21091,5915,26942,5940,5,4
04e5b7,QTR4385,ENGM,EKCH,1683846908,1683857682,1683846000,2023-05-12 01:15:08,10774,44764,9906,5908,879,2,3
04eae4,QTR1353,RJTT,ENGM,1701538427,1701572804,1701471600,2023-12-02 18:33:47,34377,29001,135,47342,7748,3,1
04eb36,ACA8626,LEBL,EKCH,1686959765,1687010539,1686956400,2023-06-17 01:56:05,50774,20307,7291,25965,220,1,2
04eb79,DLH2790,LKPR,EGLL,1692536021,1692558679,1692486000,2023-08-20 14:53:41,22658,20857,261,27001,7138,1,5
04ed35,AAL5222,LFPG,EHAM,1680500237,1680512404,1680476400,2023-04-03 07:37:17,12167,37274,9973,2995,4339,1,5
04f600,SWA1381,OTHH,KORD,1686549269,1686597393,1686524400,2023-06-12 07:54:29,48124,20595,8205,33566,9432,1,5
04f62e,UAL1565,LKPR,EDDF,1674518774,1674529594,1674514800,2023-01-24 01:06:14,10820,13726,7159,2456,1781,1,4
